dti,total_loans,defaulted_loans,default_rate
154.81,1,0,0.0
154.96,2,0,0.0
155.08,1,0,0.0
155.1,1,0,0.0
155.29,1,0,0.0
155.38,1,0,0.0
155.52,1,0,0.0
155.56,1,0,0.0
155.6,2,0,0.0
155.7,1,0,0.0
155.73,1,0,0.0
155.9,1,0,0.0
155.94,1,0,0.0
156.0,1,0,0.0
156.01,1,0,0.0
156.1,1,0,0.0
156.14,1,0,0.0
156.18,1,0,0.0
156.23,1,0,0.0
156.27,1,0,0.0
156.33,1,0,0.0
156.57,1,0,0.0
156.8,1,0,0.0
156.88,1,0,0.0
156.9,1,0,0.0
157.0,2,0,0.0
157.05,1,0,0.0
157.07,1,0,0.0
157.08,1,0,0.0
157.1,1,0,0.0
157.14,1,0,0.0
157.2,1,0,0.0
157.21,1,0,0.0
157.29,1,0,0.0
157.38,2,0,0.0
157.4,1,0,0.0
157.42,1,0,0.0
157.45,2,0,0.0
157.63,1,1,100.0
157.9,1,1,100.0
157.92,1,0,0.0
158.0,1,0,0.0
158.04,1,0,0.0
158.19,1,0,0.0
158.43,1,0,0.0
158.5,1,0,0.0
158.56,1,0,0.0
158.63,1,0,0.0
158.93,1,0,0.0
159.03,1,0,0.0
159.06,1,0,0.0
159.2,1,0,0.0
159.45,1,0,0.0
159.59,1,0,0.0
159.64,1,0,0.0
159.73,1,0,0.0
159.79,2,1,50.0
160.52,1,0,0.0
160.68,1,0,0.0
160.86,1,0,0.0
161.02,1,0,0.0
161.1,1,0,0.0
161.15,1,0,0.0
161.22,1,0,0.0
161.33,1,0,0.0
161.59,1,0,0.0
161.68,1,0,0.0
161.72,1,0,0.0
161.73,1,0,0.0
161.82,1,0,0.0
161.94,1,0,0.0
162.06,1,0,0.0
162.14,1,0,0.0
162.2,1,0,0.0
162.32,1,0,0.0
162.43,1,0,0.0
162.5,1,0,0.0
162.6,1,0,0.0
162.67,1,0,0.0
162.74,1,0,0.0
162.76,1,0,0.0
162.79,1,0,0.0
163.09,1,0,0.0
163.15,1,0,0.0
163.22,1,0,0.0
163.25,2,1,50.0
163.27,1,0,0.0
163.33,1,0,0.0
163.5,1,0,0.0
163.51,1,0,0.0
163.53,1,0,0.0
163.68,1,1,100.0
163.81,1,0,0.0
164.16,1,0,0.0
164.35,1,0,0.0
164.48,1,0,0.0
164.5,1,0,0.0
164.53,2,0,0.0
164.66,1,0,0.0
164.69,1,0,0.0
164.83,2,0,0.0
164.96,1,0,0.0
165.0,1,0,0.0
165.01,1,0,0.0
165.07,2,0,0.0
165.17,1,0,0.0
165.18,1,0,0.0
165.6,1,0,0.0
165.81,1,0,0.0
165.83,1,0,0.0
166.15,1,0,0.0
166.35,1,0,0.0
166.4,1,0,0.0
166.94,1,0,0.0
167.06,1,0,0.0
167.15,1,0,0.0
167.25,1,0,0.0
167.27,1,0,0.0
167.6,1,0,0.0
167.74,2,0,0.0
167.8,1,0,0.0
167.82,1,0,0.0
167.83,1,0,0.0
167.92,1,0,0.0
168.0,1,0,0.0
168.22,1,0,0.0
168.34,1,0,0.0
168.43,1,0,0.0
168.52,1,0,0.0
168.82,1,0,0.0
169.11,1,0,0.0
169.23,1,0,0.0
169.24,2,0,0.0
169.33,1,0,0.0
169.36,1,0,0.0
169.39,1,0,0.0
169.75,1,0,0.0
169.83,1,0,0.0
169.87,1,0,0.0
169.9,1,0,0.0
169.98,1,0,0.0
169.99,1,0,0.0
170.12,1,0,0.0
170.31,1,0,0.0
170.34,1,0,0.0
170.35,1,0,0.0
170.4,1,0,0.0
170.59,1,0,0.0
170.67,1,0,0.0
170.71,1,0,0.0
170.79,1,0,0.0
170.8,1,0,0.0
170.86,1,0,0.0
170.88,2,0,0.0
170.95,1,0,0.0
171.15,1,0,0.0
171.33,1,0,0.0
171.39,1,0,0.0
172.0,1,0,0.0
172.14,1,0,0.0
172.27,2,0,0.0
172.36,1,0,0.0
172.37,1,0,0.0
172.4,1,0,0.0
172.7,1,0,0.0
172.71,1,0,0.0
173.06,1,0,0.0
173.09,1,0,0.0
173.11,1,0,0.0
173.13,1,0,0.0
173.3,1,0,0.0
173.5,1,0,0.0
173.57,1,0,0.0
173.67,1,0,0.0
173.71,1,0,0.0
173.83,1,0,0.0
173.92,2,0,0.0
174.07,1,0,0.0
174.16,1,0,0.0
174.19,1,0,0.0
174.4,1,0,0.0
174.49,1,0,0.0
174.52,1,0,0.0
174.67,2,0,0.0
174.86,1,0,0.0
175.12,1,0,0.0
175.24,1,0,0.0
175.32,1,0,0.0
175.9,1,0,0.0
175.91,1,0,0.0
175.92,1,0,0.0
175.99,1,0,0.0
176.0,1,0,0.0
176.1,1,0,0.0
176.13,1,0,0.0
176.28,1,0,0.0
176.58,1,0,0.0
176.74,1,0,0.0
176.8,1,0,0.0
176.95,1,0,0.0
177.03,1,0,0.0
177.07,1,0,0.0
177.1,1,0,0.0
177.18,1,0,0.0
177.32,1,0,0.0
177.36,1,0,0.0
177.7,1,0,0.0
177.72,1,0,0.0
177.82,1,0,0.0
177.94,1,0,0.0
178.05,1,0,0.0
178.31,2,0,0.0
178.39,1,0,0.0
178.5,1,0,0.0
178.86,1,0,0.0
179.38,1,0,0.0
179.41,1,0,0.0
179.52,1,0,0.0
179.58,1,0,0.0
179.59,1,0,0.0
179.62,1,0,0.0
179.65,1,0,0.0
180.0,2,0,0.0
180.07,2,0,0.0
180.15,1,0,0.0
180.2,1,0,0.0
180.25,1,0,0.0
180.29,1,0,0.0
180.67,1,0,0.0
180.71,1,1,100.0
180.9,1,0,0.0
181.11,1,0,0.0
181.25,1,0,0.0
181.4,1,1,100.0
181.49,1,0,0.0
181.5,1,0,0.0
181.55,1,1,100.0
181.6,1,0,0.0
181.68,1,0,0.0
181.73,1,1,100.0
181.83,1,0,0.0
181.87,1,1,100.0
181.88,1,0,0.0
182.12,1,1,100.0
182.35,1,0,0.0
182.43,1,0,0.0
182.75,1,0,0.0
182.81,1,0,0.0
183.16,1,1,100.0
183.19,1,0,0.0
183.69,1,0,0.0
183.9,1,0,0.0
184.0,1,0,0.0
185.09,1,0,0.0
185.17,1,0,0.0
185.21,1,0,0.0
185.58,1,0,0.0
185.59,1,0,0.0
185.61,1,0,0.0
185.7,2,0,0.0
185.79,1,0,0.0
185.81,1,0,0.0
185.88,1,0,0.0
185.95,1,0,0.0
186.0,2,0,0.0
186.1,1,0,0.0
186.29,1,0,0.0
186.32,1,0,0.0
186.57,1,0,0.0
186.69,1,0,0.0
186.7,1,0,0.0
187.15,1,0,0.0
187.4,1,0,0.0
187.52,1,0,0.0
187.55,1,0,0.0
187.61,1,0,0.0
187.8,1,0,0.0
187.88,1,0,0.0
187.9,1,0,0.0
187.99,1,0,0.0
188.38,1,0,0.0
188.42,1,0,0.0
188.46,1,1,100.0
188.48,1,0,0.0
188.54,1,0,0.0
188.59,1,0,0.0
188.8,2,0,0.0
188.83,1,0,0.0
188.84,1,0,0.0
188.91,1,0,0.0
189.3,1,0,0.0
189.48,1,0,0.0
189.9,1,0,0.0
190.4,1,0,0.0
190.61,1,0,0.0
190.63,1,0,0.0
190.68,1,0,0.0
190.7,1,0,0.0
190.73,1,0,0.0
190.8,1,0,0.0
190.84,1,0,0.0
190.87,1,0,0.0
190.94,1,0,0.0
191.0,1,0,0.0
191.7,1,1,100.0
191.89,1,0,0.0
192.0,1,0,0.0
192.2,1,0,0.0
192.29,1,0,0.0
192.42,1,0,0.0
192.68,2,0,0.0
192.8,2,0,0.0
192.98,2,0,0.0
193.3,1,0,0.0
193.6,1,0,0.0
193.7,1,0,0.0
193.88,1,0,0.0
194.03,1,0,0.0
194.64,1,0,0.0
194.75,1,0,0.0
195.18,1,0,0.0
195.2,1,0,0.0
195.24,1,0,0.0
195.26,1,0,0.0
195.32,1,1,100.0
195.45,1,0,0.0
195.53,1,0,0.0
195.56,1,0,0.0
195.61,1,0,0.0
195.72,1,0,0.0
196.0,1,0,0.0
196.15,1,0,0.0
196.39,1,0,0.0
196.44,2,0,0.0
196.88,1,0,0.0
197.12,1,0,0.0
197.15,1,0,0.0
197.5,2,0,0.0
197.57,1,0,0.0
197.59,1,0,0.0
197.6,3,0,0.0
198.0,1,0,0.0
198.14,1,0,0.0
198.2,1,0,0.0
198.27,1,0,0.0
198.56,1,0,0.0
198.8,1,0,0.0
198.9,1,0,0.0
199.11,1,0,0.0
199.16,1,0,0.0
199.64,1,0,0.0
199.72,1,0,0.0
200.0,1,0,0.0
200.24,1,0,0.0
200.41,2,0,0.0
200.67,1,0,0.0
201.13,1,0,0.0
201.2,1,0,0.0
201.33,1,0,0.0
201.5,1,0,0.0
201.6,1,0,0.0
201.81,1,1,100.0
201.85,1,0,0.0
202.0,1,0,0.0
202.15,1,0,0.0
202.18,1,0,0.0
202.52,1,0,0.0
202.73,1,1,100.0
202.8,1,0,0.0
202.84,1,0,0.0
203.23,1,0,0.0
203.36,1,0,0.0
203.4,1,0,0.0
203.61,1,0,0.0
203.64,1,0,0.0
203.71,1,0,0.0
204.04,1,0,0.0
204.13,1,0,0.0
204.22,1,0,0.0
204.36,1,0,0.0
204.56,1,0,0.0
204.63,1,0,0.0
204.66,1,0,0.0
204.8,1,0,0.0
204.92,1,1,100.0
205.0,1,0,0.0
205.03,1,0,0.0
205.11,1,0,0.0
205.16,1,0,0.0
205.2,1,0,0.0
205.31,1,0,0.0
205.92,1,0,0.0
206.0,1,0,0.0
206.01,1,0,0.0
206.11,1,0,0.0
206.36,1,0,0.0
206.66,1,0,0.0
207.03,1,0,0.0
207.08,1,0,0.0
207.2,2,0,0.0
207.32,1,0,0.0
207.45,1,0,0.0
207.6,1,0,0.0
207.61,1,0,0.0
207.66,1,0,0.0
208.2,1,0,0.0
208.49,1,0,0.0
208.92,1,0,0.0
209.03,1,0,0.0
209.1,1,0,0.0
209.36,1,0,0.0
209.72,1,0,0.0
209.74,1,1,100.0
209.91,1,0,0.0
210.4,1,0,0.0
210.44,1,0,0.0
210.55,1,0,0.0
211.49,1,0,0.0
211.87,1,0,0.0
212.0,1,0,0.0
212.23,1,0,0.0
212.27,1,0,0.0
212.68,1,0,0.0
212.85,1,0,0.0
213.0,1,0,0.0
213.58,1,0,0.0
213.94,1,0,0.0
214.06,1,0,0.0
214.17,1,0,0.0
214.43,1,0,0.0
214.71,1,0,0.0
214.89,1,0,0.0
215.06,1,0,0.0
215.38,1,0,0.0
215.4,1,0,0.0
215.73,1,0,0.0
215.75,1,0,0.0
215.88,1,0,0.0
216.35,1,0,0.0
216.83,2,0,0.0
216.87,1,0,0.0
217.29,1,0,0.0
217.53,1,0,0.0
217.83,1,0,0.0
217.86,1,0,0.0
218.08,1,0,0.0
218.21,1,1,100.0
218.59,1,0,0.0
219.69,1,0,0.0
219.8,1,0,0.0
220.0,1,0,0.0
220.15,1,0,0.0
220.4,1,0,0.0
220.43,1,1,100.0
220.77,1,0,0.0
220.91,1,1,100.0
221.37,1,0,0.0
221.47,1,0,0.0
221.9,1,0,0.0
222.08,1,0,0.0
222.3,1,0,0.0
222.48,1,0,0.0
222.53,1,0,0.0
222.82,1,0,0.0
222.95,1,1,100.0
223.17,1,0,0.0
224.0,1,0,0.0
224.02,1,0,0.0
224.55,1,0,0.0
224.6,1,0,0.0
224.62,1,0,0.0
224.65,1,0,0.0
224.86,1,0,0.0
225.6,1,0,0.0
226.2,1,0,0.0
226.44,1,0,0.0
226.54,1,0,0.0
226.6,1,0,0.0
226.8,1,0,0.0
227.56,1,0,0.0
227.88,1,0,0.0
228.23,1,0,0.0
228.33,1,0,0.0
228.47,1,0,0.0
228.48,1,0,0.0
229.7,1,0,0.0
230.28,1,0,0.0
230.39,1,0,0.0
230.97,1,0,0.0
231.01,1,1,100.0
231.25,1,0,0.0
231.35,1,0,0.0
231.93,1,0,0.0
231.97,1,0,0.0
232.33,1,0,0.0
232.89,1,0,0.0
233.4,1,0,0.0
233.47,1,0,0.0
233.8,1,0,0.0
233.97,1,0,0.0
234.0,1,0,0.0
234.25,1,0,0.0
234.45,1,0,0.0
234.8,1,0,0.0
234.99,1,0,0.0
235.29,1,0,0.0
236.4,1,0,0.0
236.68,1,0,0.0
236.71,1,0,0.0
236.79,1,0,0.0
237.26,1,0,0.0
237.33,1,0,0.0
237.57,1,0,0.0
237.98,1,0,0.0
238.02,1,0,0.0
238.54,1,0,0.0
238.55,1,0,0.0
238.65,1,0,0.0
238.71,1,0,0.0
239.32,1,0,0.0
239.96,1,0,0.0
240.72,1,0,0.0
240.77,1,0,0.0
240.82,1,0,0.0
240.87,1,0,0.0
241.18,1,0,0.0
241.3,1,0,0.0
241.5,1,0,0.0
241.59,2,0,0.0
242.62,1,0,0.0
242.83,1,0,0.0
242.93,1,0,0.0
243.01,1,0,0.0
243.36,1,0,0.0
243.46,1,0,0.0
243.49,1,0,0.0
243.51,1,0,0.0
243.75,1,0,0.0
244.2,1,0,0.0
244.58,1,0,0.0
244.6,1,0,0.0
244.72,1,0,0.0
245.02,1,0,0.0
245.4,1,0,0.0
245.49,1,0,0.0
245.74,1,0,0.0
246.21,1,0,0.0
246.29,1,0,0.0
246.31,1,0,0.0
246.58,1,0,0.0
247.0,1,0,0.0
247.3,1,0,0.0
248.5,2,0,0.0
248.8,1,0,0.0
248.95,1,0,0.0
249.1,1,0,0.0
249.46,1,0,0.0
249.57,1,0,0.0
249.6,1,0,0.0
250.4,1,0,0.0
250.48,1,0,0.0
250.71,1,1,100.0
250.72,1,0,0.0
251.6,2,0,0.0
252.58,1,0,0.0
252.87,1,0,0.0
253.51,1,0,0.0
254.0,1,0,0.0
254.8,1,0,0.0
255.33,1,0,0.0
255.47,1,0,0.0
255.57,1,0,0.0
256.0,1,0,0.0
256.42,1,0,0.0
257.0,1,0,0.0
257.6,1,0,0.0
257.93,1,0,0.0
258.47,1,0,0.0
258.75,1,0,0.0
258.8,1,0,0.0
259.0,1,0,0.0
259.88,1,0,0.0
260.02,1,0,0.0
260.2,1,0,0.0
260.24,1,0,0.0
260.26,1,0,0.0
260.28,1,0,0.0
260.36,1,0,0.0
260.57,1,0,0.0
260.88,1,0,0.0
261.07,1,0,0.0
261.39,1,0,0.0
261.54,1,0,0.0
261.74,1,1,100.0
262.16,1,0,0.0
262.26,1,0,0.0
262.84,1,0,0.0
262.89,1,0,0.0
264.33,1,0,0.0
264.53,1,0,0.0
265.31,1,0,0.0
265.53,1,0,0.0
265.6,1,0,0.0
265.69,1,0,0.0
266.22,1,0,0.0
266.28,1,0,0.0
266.29,1,0,0.0
266.77,1,1,100.0
267.2,1,0,0.0
267.43,1,0,0.0
267.55,1,0,0.0
267.57,1,0,0.0
267.71,1,0,0.0
267.72,1,0,0.0
268.5,1,0,0.0
269.23,1,0,0.0
269.88,1,0,0.0
270.4,1,1,100.0
270.59,1,0,0.0
270.72,1,0,0.0
270.8,1,0,0.0
271.15,1,0,0.0
272.0,2,0,0.0
272.09,1,0,0.0
272.16,1,0,0.0
272.17,1,0,0.0
272.75,1,0,0.0
273.02,1,0,0.0
273.18,1,0,0.0
273.49,1,0,0.0
274.56,1,0,0.0
276.0,1,0,0.0
276.68,1,0,0.0
277.11,1,0,0.0
277.4,1,0,0.0
277.44,1,0,0.0
277.72,1,0,0.0
278.31,1,0,0.0
279.13,1,0,0.0
279.18,1,0,0.0
279.2,1,0,0.0
280.0,1,0,0.0
280.25,1,0,0.0
281.13,1,0,0.0
281.33,1,0,0.0
282.23,1,0,0.0
283.03,1,0,0.0
283.14,1,0,0.0
283.17,1,0,0.0
283.48,1,0,0.0
283.8,1,0,0.0
284.34,1,0,0.0
284.54,1,1,100.0
286.0,1,0,0.0
286.55,1,0,0.0
287.26,1,1,100.0
288.0,2,0,0.0
288.08,1,1,100.0
288.35,1,0,0.0
288.84,1,0,0.0
288.91,1,0,0.0
289.35,1,0,0.0
290.38,1,0,0.0
291.0,1,0,0.0
291.71,1,0,0.0
291.8,1,0,0.0
291.94,1,0,0.0
292.25,1,0,0.0
292.28,1,0,0.0
292.4,1,0,0.0
293.0,1,0,0.0
293.03,1,0,0.0
293.2,1,0,0.0
293.4,1,0,0.0
293.75,1,0,0.0
293.9,1,0,0.0
294.0,1,1,100.0
294.08,1,0,0.0
294.2,1,0,0.0
294.23,1,0,0.0
294.49,1,0,0.0
294.71,1,0,0.0
295.73,1,0,0.0
295.74,1,0,0.0
295.83,1,0,0.0
295.86,1,0,0.0
296.5,1,0,0.0
297.0,1,0,0.0
297.17,1,0,0.0
297.4,1,0,0.0
297.67,1,0,0.0
299.14,1,0,0.0
299.7,1,0,0.0
300.4,1,0,0.0
300.93,1,0,0.0
301.0,1,0,0.0
301.67,1,0,0.0
301.68,1,0,0.0
302.04,1,0,0.0
302.8,1,0,0.0
304.53,1,0,0.0
305.36,1,0,0.0
305.6,1,0,0.0
305.88,2,0,0.0
305.97,1,1,100.0
307.75,2,0,0.0
308.25,1,0,0.0
308.58,1,0,0.0
309.91,1,0,0.0
310.4,1,0,0.0
310.61,1,0,0.0
310.93,1,0,0.0
312.02,1,0,0.0
313.32,1,0,0.0
313.37,1,0,0.0
314.1,1,0,0.0
314.46,1,0,0.0
314.48,1,0,0.0
314.73,1,0,0.0
315.42,1,0,0.0
315.94,1,0,0.0
316.8,1,0,0.0
318.32,1,0,0.0
318.4,1,0,0.0
319.07,1,0,0.0
319.57,1,0,0.0
320.48,1,0,0.0
321.0,1,0,0.0
321.32,1,0,0.0
321.74,1,0,0.0
321.77,1,0,0.0
323.87,1,0,0.0
324.28,1,0,0.0
324.62,1,0,0.0
324.73,1,0,0.0
325.23,1,0,0.0
325.3,1,0,0.0
325.99,1,0,0.0
326.0,1,1,100.0
329.0,2,0,0.0
330.15,1,0,0.0
331.49,1,0,0.0
332.75,1,0,0.0
333.6,1,0,0.0
333.62,1,0,0.0
334.1,1,0,0.0
336.77,1,0,0.0
339.5,1,0,0.0
339.61,1,1,100.0
339.81,1,0,0.0
340.24,1,0,0.0
342.24,1,0,0.0
342.76,1,0,0.0
343.37,1,0,0.0
343.5,1,0,0.0
343.99,1,0,0.0
344.21,1,0,0.0
344.23,1,0,0.0
345.42,1,0,0.0
346.99,1,1,100.0
347.77,1,0,0.0
348.41,1,0,0.0
349.04,1,0,0.0
350.0,1,0,0.0
350.6,1,0,0.0
352.51,1,0,0.0
353.61,1,0,0.0
354.0,1,0,0.0
354.34,1,0,0.0
355.67,1,0,0.0
356.35,1,0,0.0
356.63,1,0,0.0
356.73,1,0,0.0
358.06,1,0,0.0
358.76,1,0,0.0
359.04,1,0,0.0
359.46,1,0,0.0
359.69,1,0,0.0
361.45,1,0,0.0
362.0,1,0,0.0
364.11,1,0,0.0
365.17,1,1,100.0
365.42,1,0,0.0
366.11,1,0,0.0
368.4,1,0,0.0
368.67,1,0,0.0
369.37,1,0,0.0
369.46,1,0,0.0
370.3,1,0,0.0
371.83,1,0,0.0
371.89,1,0,0.0
372.22,1,0,0.0
374.19,1,0,0.0
374.8,1,0,0.0
376.0,1,0,0.0
376.5,1,0,0.0
377.19,1,0,0.0
377.32,1,0,0.0
378.84,1,0,0.0
379.22,1,0,0.0
379.82,2,0,0.0
380.53,1,0,0.0
380.57,1,0,0.0
380.72,2,0,0.0
381.64,1,1,100.0
382.17,1,0,0.0
382.8,1,0,0.0
383.41,1,0,0.0
383.6,1,0,0.0
385.1,1,0,0.0
386.4,1,0,0.0
388.79,1,0,0.0
389.06,1,0,0.0
389.91,1,0,0.0
389.92,1,0,0.0
390.04,1,0,0.0
391.52,1,0,0.0
392.07,1,0,0.0
392.43,1,0,0.0
393.2,1,0,0.0
395.14,1,0,0.0
395.19,1,0,0.0
396.2,1,1,100.0
396.7,1,0,0.0
397.32,1,0,0.0
397.6,1,0,0.0
398.4,1,0,0.0
399.52,1,0,0.0
401.33,1,0,0.0
402.42,1,0,0.0
403.43,1,0,0.0
405.75,1,0,0.0
406.0,1,0,0.0
406.83,1,0,0.0
408.41,1,0,0.0
410.47,1,0,0.0
412.07,1,0,0.0
415.37,1,0,0.0
415.74,1,0,0.0
416.0,1,0,0.0
417.0,1,0,0.0
417.79,1,0,0.0
418.07,1,0,0.0
418.37,1,0,0.0
418.4,1,0,0.0
419.28,1,0,0.0
419.95,1,0,0.0
420.67,1,0,0.0
422.0,1,0,0.0
423.0,1,0,0.0
423.25,1,0,0.0
423.32,1,0,0.0
426.4,1,0,0.0
427.15,1,0,0.0
427.47,1,0,0.0
428.92,1,0,0.0
429.0,1,0,0.0
429.6,1,0,0.0
430.0,1,0,0.0
430.08,1,0,0.0
436.78,1,0,0.0
437.61,1,0,0.0
439.76,1,0,0.0
440.0,1,0,0.0
441.5,1,1,100.0
441.59,1,0,0.0
442.5,1,0,0.0
444.0,1,0,0.0
444.66,1,0,0.0
445.2,1,0,0.0
445.63,1,0,0.0
446.05,1,0,0.0
446.85,1,0,0.0
447.6,1,0,0.0
449.2,1,0,0.0
450.93,1,0,0.0
453.71,1,0,0.0
454.22,1,0,0.0
454.81,1,0,0.0
455.42,1,0,0.0
456.01,1,0,0.0
456.63,1,0,0.0
456.73,1,0,0.0
457.0,1,0,0.0
458.83,1,0,0.0
459.13,1,0,0.0
459.67,1,0,0.0
460.21,1,0,0.0
460.63,1,0,0.0
462.2,1,0,0.0
462.67,1,0,0.0
464.74,1,0,0.0
466.5,1,0,0.0
466.64,1,0,0.0
466.92,1,0,0.0
468.59,1,0,0.0
469.09,1,0,0.0
469.63,1,0,0.0
471.15,1,0,0.0
471.81,1,0,0.0
472.29,1,0,0.0
474.0,1,0,0.0
476.84,1,0,0.0
478.42,1,0,0.0
482.47,1,0,0.0
483.88,1,0,0.0
489.16,1,0,0.0
489.6,1,0,0.0
489.68,1,0,0.0
490.07,1,1,100.0
490.9,1,0,0.0
494.23,1,1,100.0
501.57,1,0,0.0
502.41,1,0,0.0
503.61,1,0,0.0
505.03,1,0,0.0
505.84,1,0,0.0
506.73,1,0,0.0
507.36,1,0,0.0
507.81,1,0,0.0
509.05,1,0,0.0
509.61,1,0,0.0
513.4,1,0,0.0
514.18,1,0,0.0
514.43,1,0,0.0
515.85,1,0,0.0
520.0,1,0,0.0
521.69,1,0,0.0
525.12,1,0,0.0
528.36,1,0,0.0
528.85,1,0,0.0
531.33,1,0,0.0
532.0,1,1,100.0
545.05,1,0,0.0
549.53,1,0,0.0
550.58,1,0,0.0
551.2,1,0,0.0
552.23,1,0,0.0
553.33,1,0,0.0
557.83,1,0,0.0
559.04,1,0,0.0
562.05,1,0,0.0
564.0,1,0,0.0
565.6,1,0,0.0
565.85,1,0,0.0
566.27,1,0,0.0
566.4,1,0,0.0
569.6,1,0,0.0
572.67,1,0,0.0
572.89,1,0,0.0
575.31,1,1,100.0
578.31,1,0,0.0
580.2,1,0,0.0
580.78,1,0,0.0
581.61,1,0,0.0
586.79,1,0,0.0
589.9,1,0,0.0
591.0,1,0,0.0
592.12,1,0,0.0
594.8,1,0,0.0
595.24,1,0,0.0
596.15,1,0,0.0
599.28,1,0,0.0
602.67,1,0,0.0
606.8,1,0,0.0
609.13,1,0,0.0
609.64,1,0,0.0
613.4,1,0,0.0
618.07,1,0,0.0
619.2,1,0,0.0
628.25,1,0,0.0
634.0,1,0,0.0
636.81,1,0,0.0
639.42,1,0,0.0
639.75,1,0,0.0
641.36,1,1,100.0
648.8,1,0,0.0
651.12,1,0,0.0
651.44,1,0,0.0
654.77,1,0,0.0
657.41,1,0,0.0
658.89,1,0,0.0
661.03,1,0,0.0
662.5,1,0,0.0
664.95,1,0,0.0
667.5,1,0,0.0
669.23,1,0,0.0
669.88,1,0,0.0
672.52,1,0,0.0
674.7,1,0,0.0
682.76,1,0,0.0
688.55,1,0,0.0
690.18,1,0,0.0
697.04,1,0,0.0
698.23,1,0,0.0
707.6,1,0,0.0
714.21,1,0,0.0
715.66,1,0,0.0
728.13,1,0,0.0
729.29,1,0,0.0
740.96,1,0,0.0
742.31,1,0,0.0
747.13,1,0,0.0
751.22,1,0,0.0
756.46,1,0,0.0
758.64,1,0,0.0
762.5,1,0,0.0
765.76,1,0,0.0
766.5,1,0,0.0
769.4,1,0,0.0
770.0,1,0,0.0
771.31,1,0,0.0
772.1,1,0,0.0
775.9,1,0,0.0
776.92,1,0,0.0
787.5,1,0,0.0
789.14,1,0,0.0
797.1,1,0,0.0
812.58,1,0,0.0
815.66,1,0,0.0
818.1,1,0,0.0
819.96,1,0,0.0
822.0,1,0,0.0
831.97,1,1,100.0
844.8,1,0,0.0
847.22,1,0,0.0
851.2,1,0,0.0
855.2,1,0,0.0
879.55,1,0,0.0
883.61,1,0,0.0
886.77,1,1,100.0
893.1,1,0,0.0
917.87,1,0,0.0
941.46,1,0,0.0
942.17,1,0,0.0
962.83,1,0,0.0
973.17,1,0,0.0
991.57,1,0,0.0
994.4,1,0,0.0
995.17,1,0,0.0
995.6,1,0,0.0
999.0,135,7,5.19
